,batter_id,batter_name,year,avg,G,AB,R,H,1B,2B,3B,HR,TB,BB,HBP,SO,SLG,OBP,OPS,BABIP
1022,148,손시헌,2012,0.24600000000000002,86,272,24,67,50,11,1,5,95,21,4,40,0.349,0.306,0.655,0.27312775330396477
1023,148,손시헌,2013,0.252,93,234,35,59,43,14,1,1,78,21,6,38,0.33299999999999996,0.32799999999999996,0.6609999999999999,0.29743589743589743
1024,148,손시헌,2014,0.293,97,307,39,90,64,20,1,5,127,34,7,53,0.414,0.368,0.782,0.3413654618473896
1025,148,손시헌,2015,0.245,140,440,56,108,69,24,2,13,175,36,14,66,0.39799999999999996,0.319,0.7170000000000001,0.2631578947368421
1026,148,손시헌,2016,0.305,110,341,36,104,76,21,2,5,144,38,13,48,0.42200000000000004,0.39399999999999996,0.8160000000000001,0.34375
1027,148,손시헌,2017,0.35,124,349,32,122,99,17,1,5,156,16,8,44,0.447,0.386,0.833,0.39
1028,148,손시헌,2018,0.188,67,128,12,24,18,4,0,2,34,15,5,20,0.266,0.295,0.5609999999999999,0.20754716981132076
1030,149,손아섭,2008,0.303,80,218,31,66,51,11,1,3,88,28,2,35,0.40399999999999997,0.387,0.7909999999999999,0.35
1032,149,손아섭,2010,0.306,121,422,85,129,95,23,0,11,185,50,1,82,0.43799999999999994,0.377,0.815,0.3586626139817629
1033,149,손아섭,2011,0.326,116,442,79,144,99,25,5,15,224,43,2,80,0.507,0.385,0.892,0.37175792507204614
1034,149,손아섭,2012,0.314,132,503,61,158,127,26,0,5,199,41,6,79,0.396,0.37,0.7659999999999999,0.36515513126491644
1035,149,손아섭,2013,0.345,128,498,83,172,134,23,4,11,236,64,3,88,0.474,0.42100000000000004,0.895,0.40350877192982454
1036,149,손아섭,2014,0.36200000000000004,122,483,105,175,129,25,3,18,260,80,5,78,0.5379999999999999,0.456,0.9940000000000001,0.40568475452196384
1037,149,손아섭,2015,0.317,116,445,86,141,99,28,1,13,210,68,1,96,0.47200000000000003,0.406,0.878,0.38095238095238093
1038,149,손아섭,2016,0.32299999999999995,144,575,118,186,136,33,1,16,269,92,3,104,0.46799999999999997,0.418,0.8859999999999999,0.37362637362637363
1039,149,손아섭,2017,0.335,144,576,113,193,134,35,4,20,296,83,4,96,0.514,0.42,0.934,0.3760869565217391
1040,149,손아섭,2018,0.32899999999999996,141,553,109,182,119,32,5,26,302,68,2,99,0.546,0.40399999999999997,0.95,0.3644859813084112
1053,151,손주인,2009,0.247,80,178,19,44,39,5,0,0,49,13,2,31,0.275,0.301,0.5760000000000001,0.29931972789115646
1055,151,손주인,2011,0.265,63,113,9,30,24,5,0,1,38,1,2,19,0.336,0.282,0.618,0.3118279569892473
1056,151,손주인,2012,0.247,96,146,11,36,28,6,2,0,46,10,3,15,0.315,0.306,0.621,0.2748091603053435
1057,151,손주인,2013,0.265,125,351,42,93,70,17,3,3,125,40,6,63,0.35600000000000004,0.345,0.701,0.3157894736842105
1058,151,손주인,2014,0.29,120,341,50,99,83,11,0,5,125,30,8,42,0.3670000000000001,0.358,0.725,0.3197278911564626
1059,151,손주인,2015,0.24600000000000002,98,244,27,60,51,9,0,0,69,20,2,41,0.28300000000000003,0.307,0.59,0.2955665024630542
1060,151,손주인,2016,0.322,122,354,47,114,89,20,3,2,146,33,6,35,0.41200000000000003,0.385,0.7969999999999999,0.35331230283911674
1061,151,손주인,2017,0.27899999999999997,115,294,48,82,64,13,0,5,110,20,5,41,0.374,0.32899999999999996,0.7030000000000001,0.31048387096774194
1062,151,손주인,2018,0.23800000000000002,98,265,26,63,49,10,0,4,85,11,7,40,0.321,0.282,0.603,0.2669683257918552
1065,152,송광민,2008,0.271,75,140,19,38,24,7,0,7,66,10,3,44,0.47100000000000003,0.33299999999999996,0.804,0.34831460674157305
1066,152,송광민,2009,0.261,116,417,50,109,79,15,1,14,168,12,5,109,0.40299999999999997,0.29,0.6930000000000001,0.3231292517006803
1067,152,송광민,2010,0.259,77,263,30,68,51,11,0,6,97,21,2,68,0.369,0.316,0.685,0.328042328042328
1068,152,송광민,2013,0.261,67,245,33,64,44,13,0,7,98,18,4,62,0.4,0.322,0.722,0.32386363636363635
1069,152,송광민,2014,0.316,103,389,52,123,88,22,2,11,182,26,0,73,0.46799999999999997,0.35700000000000004,0.825,0.36721311475409835
1071,152,송광민,2016,0.325,116,449,80,146,100,27,2,17,228,28,4,86,0.508,0.366,0.8740000000000001,0.37283236994219654
1072,152,송광민,2017,0.327,117,437,71,143,104,26,0,13,208,21,3,88,0.47600000000000003,0.35600000000000004,0.8320000000000001,0.3869047619047619
1073,152,송광민,2018,0.297,113,434,63,129,87,24,0,18,207,18,4,93,0.47700000000000004,0.32799999999999996,0.8049999999999999,0.34365325077399383
1078,154,송성문,2018,0.313,78,211,35,66,40,19,0,7,106,24,0,49,0.502,0.381,0.883,0.38064516129032255
1130,161,신본기,2013,0.22899999999999998,99,240,27,55,43,11,0,1,69,24,5,55,0.28800000000000003,0.312,0.6,0.29347826086956524
1131,161,신본기,2014,0.23,63,113,20,26,15,6,1,4,46,5,4,25,0.40700000000000003,0.282,0.6890000000000001,0.2619047619047619
1133,161,신본기,2017,0.237,128,325,49,77,61,11,0,5,103,25,13,76,0.317,0.313,0.63,0.29508196721311475
1134,161,신본기,2018,0.294,139,425,55,125,85,28,1,11,188,33,11,95,0.442,0.35700000000000004,0.7989999999999999,0.3573667711598746
1135,162,신성현,2015,0.225,64,102,17,23,16,3,0,4,38,13,0,44,0.373,0.313,0.6859999999999999,0.35185185185185186
1136,162,신성현,2016,0.278,89,158,30,44,28,8,0,8,76,15,5,54,0.48100000000000004,0.36,0.841,0.375
1150,165,심우준,2015,0.16899999999999998,106,142,16,24,16,7,0,1,34,2,0,35,0.239,0.18100000000000002,0.42,0.2169811320754717
1151,165,심우준,2016,0.242,122,236,36,57,44,9,1,3,77,8,0,40,0.326,0.264,0.5900000000000001,0.27979274611398963
1152,165,심우준,2017,0.287,103,286,38,82,61,15,2,4,113,8,4,58,0.395,0.314,0.7090000000000001,0.3482142857142857
1153,165,심우준,2018,0.259,135,367,49,95,65,23,3,4,136,20,4,58,0.371,0.304,0.675,0.2983606557377049
1156,166,안익훈,2017,0.32,108,219,38,70,64,5,0,1,78,18,4,28,0.35600000000000004,0.379,0.735,0.3631578947368421
1157,166,안익훈,2018,0.22,62,123,13,27,23,4,0,0,31,8,1,12,0.252,0.271,0.523,0.24324324324324326
1158,167,안중열,2015,0.24,80,125,16,30,19,10,0,1,43,7,0,31,0.344,0.278,0.622,0.3118279569892473
1160,167,안중열,2018,0.247,60,154,19,38,23,11,0,4,61,12,3,56,0.396,0.314,0.71,0.3617021276595745
1173,169,안치홍,2009,0.235,123,371,53,87,56,13,4,14,150,32,2,103,0.40399999999999997,0.297,0.7010000000000001,0.2874015748031496
1174,169,안치홍,2010,0.29100000000000004,133,461,79,134,102,21,3,8,185,49,7,96,0.401,0.365,0.7659999999999999,0.35294117647058826
1175,169,안치홍,2011,0.315,115,378,54,119,89,21,4,5,163,33,3,55,0.431,0.373,0.804,0.3584905660377358
1176,169,안치홍,2012,0.28800000000000003,132,489,60,141,105,31,2,3,185,42,6,74,0.37799999999999995,0.34700000000000003,0.725,0.33495145631067963
1177,169,안치홍,2013,0.249,118,414,56,103,85,15,0,3,127,52,6,74,0.307,0.33799999999999997,0.645,0.29673590504451036
1178,169,안치홍,2014,0.33899999999999997,126,434,65,147,96,31,2,18,236,33,6,65,0.544,0.39,0.934,0.36752136752136755
1180,169,안치홍,2017,0.316,132,487,95,154,102,29,2,21,250,43,4,70,0.513,0.373,0.8859999999999999,0.33585858585858586
1181,169,안치홍,2018,0.342,130,494,88,169,107,38,1,23,278,36,10,57,0.563,0.392,0.955,0.3526570048309179
1183,171,양석환,2015,0.26,125,358,36,93,62,22,1,8,141,18,0,75,0.39399999999999996,0.293,0.687,0.3090909090909091
1184,171,양석환,2016,0.276,80,203,24,56,39,10,1,6,86,6,1,48,0.424,0.297,0.721,0.33557046979865773
1185,171,양석환,2017,0.263,132,445,62,117,73,27,3,14,192,38,6,93,0.431,0.326,0.757,0.3047337278106509
1186,171,양석환,2018,0.263,140,483,53,127,78,27,0,22,220,24,6,81,0.455,0.303,0.758,0.27631578947368424
1189,172,양성우,2016,0.271,108,384,52,104,84,12,4,4,136,39,9,67,0.354,0.34700000000000003,0.701,0.3194888178913738
1190,172,양성우,2017,0.27699999999999997,118,358,42,99,70,26,1,2,133,38,12,51,0.3720000000000001,0.363,0.735,0.3180327868852459
1191,172,양성우,2018,0.254,73,209,32,53,42,9,0,2,68,22,4,32,0.325,0.335,0.66,0.2914285714285714
1197,174,양의지,2010,0.267,127,374,48,100,65,14,1,20,176,40,8,68,0.47100000000000003,0.348,0.8190000000000001,0.27972027972027974
1198,174,양의지,2011,0.301,119,376,43,113,92,14,3,4,145,44,3,58,0.386,0.375,0.7609999999999999,0.3471337579617834
1199,174,양의지,2012,0.27899999999999997,122,359,39,100,72,22,1,5,139,37,10,51,0.387,0.361,0.748,0.31353135313531355
1200,174,양의지,2013,0.248,114,311,37,77,51,19,0,7,117,36,8,50,0.376,0.33799999999999997,0.7140000000000001,0.2755905511811024
1201,174,양의지,2014,0.294,97,296,40,87,53,23,1,10,142,24,9,34,0.48,0.36,0.84,0.3055555555555556
1202,174,양의지,2015,0.326,132,442,70,144,97,27,0,20,231,39,24,64,0.523,0.405,0.9279999999999999,0.3463687150837989
1203,174,양의지,2016,0.319,108,332,66,106,67,17,0,22,189,40,12,29,0.569,0.40399999999999997,0.973,0.298932384341637
1204,174,양의지,2017,0.27699999999999997,111,347,47,96,67,15,0,14,153,43,12,53,0.441,0.373,0.8140000000000001,0.29285714285714287
1205,174,양의지,2018,0.358,133,439,84,157,104,29,1,23,257,45,13,40,0.585,0.4270000000000001,1.012,0.35638297872340424
1217,178,오선진,2009,0.263,79,175,20,46,34,9,1,2,63,8,1,43,0.36,0.299,0.659,0.3384615384615385
1218,178,오선진,2010,0.19899999999999998,108,221,24,44,39,5,0,0,49,12,2,57,0.222,0.247,0.469,0.2682926829268293
1219,178,오선진,2011,0.20600000000000002,68,107,15,22,19,3,0,0,25,5,4,21,0.23399999999999999,0.265,0.499,0.2558139534883721
1220,178,오선진,2012,0.263,110,399,33,105,81,18,3,3,138,25,7,65,0.34600000000000003,0.316,0.6619999999999999,0.3081570996978852
1221,178,오선진,2013,0.23,92,256,31,59,47,8,2,2,77,23,10,49,0.301,0.315,0.616,0.2780487804878049
1223,178,오선진,2017,0.31,65,184,23,57,44,11,0,2,74,15,4,22,0.402,0.371,0.773,0.34375
1224,178,오선진,2018,0.226,56,133,14,30,25,4,0,1,37,7,5,33,0.278,0.29,0.5680000000000001,0.29292929292929293
1226,179,오재원,2008,0.248,117,282,45,70,57,10,3,0,86,17,7,62,0.305,0.305,0.61,0.3181818181818182
1227,179,오재원,2009,0.23,106,209,36,48,45,3,0,0,51,20,6,44,0.244,0.312,0.556,0.2909090909090909
1228,179,오재원,2010,0.276,123,384,59,106,86,17,3,0,129,29,4,76,0.336,0.332,0.6679999999999999,0.34415584415584416
1229,179,오재원,2011,0.27699999999999997,129,466,73,129,101,18,4,6,173,39,9,62,0.371,0.342,0.7130000000000001,0.30904522613065327
1230,179,오재원,2012,0.282,77,188,29,53,43,7,3,0,66,17,0,43,0.35100000000000003,0.33799999999999997,0.6890000000000001,0.36551724137931035
1231,179,오재원,2013,0.26,113,308,54,80,52,14,7,7,129,49,6,62,0.419,0.3670000000000001,0.7859999999999999,0.3054393305439331
1232,179,오재원,2014,0.318,110,359,60,114,82,21,6,5,162,50,2,61,0.451,0.40399999999999997,0.855,0.3720136518771331
1233,179,오재원,2015,0.28,120,411,60,115,82,20,2,11,172,47,4,94,0.418,0.35600000000000004,0.774,0.33986928104575165
1234,179,오재원,2016,0.272,122,416,68,113,89,18,1,5,148,54,5,82,0.35600000000000004,0.358,0.7140000000000001,0.3282674772036474
1235,179,오재원,2017,0.237,127,334,43,79,55,16,1,7,118,47,2,85,0.353,0.332,0.685,0.2975206611570248
1236,179,오재원,2018,0.313,132,473,78,148,108,24,1,15,219,41,2,119,0.46299999999999997,0.369,0.8320000000000001,0.39233038348082594
1240,180,오재일,2011,0.23,46,100,13,23,17,5,0,1,31,15,1,24,0.31,0.33299999999999996,0.643,0.29333333333333333
1241,180,오재일,2012,0.203,87,212,16,43,27,8,0,8,75,10,0,58,0.354,0.235,0.589,0.23972602739726026
1242,180,오재일,2013,0.299,55,117,16,35,20,12,0,3,56,20,3,28,0.479,0.406,0.885,0.37209302325581395
1243,180,오재일,2014,0.242,75,132,10,32,22,7,0,3,48,20,1,39,0.364,0.342,0.706,0.32222222222222224
1244,180,오재일,2015,0.289,66,180,33,52,26,11,1,14,107,28,2,49,0.594,0.387,0.981,0.3247863247863248
1245,180,오재일,2016,0.316,105,380,69,120,71,20,2,27,225,64,2,73,0.5920000000000001,0.41100000000000003,1.003,0.33214285714285713
1246,180,오재일,2017,0.306,128,412,62,126,73,27,0,26,231,45,5,80,0.561,0.37799999999999995,0.939,0.32679738562091504
1247,180,오재일,2018,0.27899999999999997,123,401,69,112,64,19,2,27,216,60,6,121,0.539,0.373,0.912,0.3359683794466403
1262,183,오지환,2010,0.24100000000000002,125,352,59,85,53,13,6,13,149,44,7,137,0.423,0.332,0.755,0.3564356435643564
1263,183,오지환,2011,0.212,63,156,17,33,24,7,0,2,46,19,1,57,0.295,0.299,0.594,0.31958762886597936
1264,183,오지환,2012,0.249,133,462,66,115,79,22,2,12,177,55,6,122,0.38299999999999995,0.331,0.7140000000000001,0.31402439024390244
1265,183,오지환,2013,0.256,124,441,81,113,76,20,8,9,176,54,9,113,0.39899999999999997,0.34700000000000003,0.746,0.32601880877742945
1266,183,오지환,2014,0.262,113,397,72,104,68,20,8,8,164,51,7,102,0.413,0.354,0.7669999999999999,0.3344947735191638
1267,183,오지환,2015,0.278,138,497,76,138,82,41,4,11,220,59,4,121,0.44299999999999995,0.35700000000000004,0.8,0.34794520547945207
1268,183,오지환,2016,0.28,121,393,73,110,71,14,5,20,194,65,7,97,0.494,0.387,0.8809999999999999,0.32608695652173914
1269,183,오지환,2017,0.272,107,334,47,91,66,13,4,8,136,45,5,105,0.40700000000000003,0.36200000000000004,0.7689999999999999,0.3755656108597285
1270,183,오지환,2018,0.278,144,533,93,148,109,26,2,11,211,59,7,146,0.396,0.354,0.75,0.36436170212765956
1273,184,오태곤,2015,0.275,122,327,57,90,63,18,1,8,134,17,4,100,0.41,0.318,0.728,0.3744292237442922
1274,184,오태곤,2016,0.26,42,123,17,32,23,6,0,3,47,12,0,37,0.382,0.326,0.708,0.3493975903614458
1275,184,오태곤,2017,0.28300000000000003,135,374,53,106,67,29,1,9,164,16,6,93,0.439,0.318,0.757,0.35661764705882354
1276,184,오태곤,2018,0.254,128,342,55,87,56,17,2,12,144,24,4,92,0.42100000000000004,0.31,0.731,0.31512605042016806
1298,187,유강남,2015,0.272,126,279,26,76,56,11,1,8,113,19,7,55,0.405,0.33299999999999996,0.738,0.3148148148148148
1299,187,유강남,2016,0.266,100,263,28,70,55,7,0,8,101,17,7,48,0.384,0.321,0.7050000000000001,0.2995169082125604
1300,187,유강남,2017,0.278,118,324,43,90,60,13,0,17,154,14,15,72,0.475,0.335,0.81,0.31063829787234043
1301,187,유강남,2018,0.29600000000000004,132,425,53,126,74,33,0,19,216,28,9,80,0.508,0.35200000000000004,0.86,0.3282208588957055
1303,188,유민상,2016,0.282,95,213,30,60,43,12,1,4,86,25,9,39,0.40399999999999997,0.375,0.779,0.32941176470588235
1339,192,유한준,2006,0.244,110,246,24,60,41,16,0,3,85,25,8,48,0.34600000000000003,0.331,0.677,0.2923076923076923
1340,192,유한준,2007,0.223,112,197,21,44,33,6,0,5,65,22,4,23,0.33,0.313,0.643,0.23076923076923078
1341,192,유한준,2010,0.29100000000000004,131,481,52,140,104,27,0,9,194,49,1,81,0.40299999999999997,0.355,0.758,0.3350383631713555
1342,192,유한준,2011,0.289,121,447,64,129,101,23,2,3,165,52,4,63,0.369,0.365,0.7340000000000001,0.33070866141732286
1343,192,유한준,2012,0.24,74,246,22,59,44,11,1,3,81,19,2,36,0.32899999999999996,0.299,0.628,0.27053140096618356
1344,192,유한준,2013,0.272,97,298,37,81,61,13,0,7,115,37,4,48,0.386,0.358,0.7440000000000001,0.3045267489711934
1345,192,유한준,2014,0.316,122,405,71,128,77,31,0,20,219,46,3,53,0.541,0.384,0.925,0.3253012048192771
1346,192,유한준,2015,0.36200000000000004,139,520,103,188,122,42,1,23,301,67,2,71,0.579,0.43,1.0090000000000001,0.3873239436619718
1347,192,유한준,2016,0.336,110,408,70,137,101,22,0,14,201,47,2,40,0.493,0.40399999999999997,0.897,0.3474576271186441
1348,192,유한준,2017,0.306,133,445,52,136,104,19,0,13,194,45,2,59,0.436,0.37,0.8059999999999999,0.3297587131367292
1349,192,유한준,2018,0.33899999999999997,121,428,59,145,103,21,1,20,228,47,2,53,0.5329999999999999,0.406,0.939,0.352112676056338
1358,194,윤석민,2011,0.287,80,167,18,48,36,8,0,4,68,17,2,30,0.40700000000000003,0.36,0.7669999999999999,0.3308270676691729
1359,194,윤석민,2012,0.29100000000000004,109,289,25,84,63,9,2,10,127,18,2,54,0.439,0.32799999999999996,0.767,0.3288888888888889
1361,194,윤석민,2014,0.267,99,281,30,75,53,12,0,10,117,18,2,47,0.41600000000000004,0.314,0.73,0.29017857142857145
1362,194,윤석민,2015,0.294,108,361,54,106,67,24,1,14,174,37,8,62,0.48200000000000004,0.366,0.848,0.32280701754385965
1363,194,윤석민,2016,0.33399999999999996,92,341,72,114,80,15,0,19,186,46,9,50,0.545,0.42,0.965,0.3492647058823529
1364,194,윤석민,2017,0.312,142,538,90,168,117,30,1,20,260,33,8,85,0.483,0.35700000000000004,0.84,0.3418013856812933
1365,194,윤석민,2018,0.276,132,460,58,127,86,22,0,19,206,40,4,69,0.44799999999999995,0.337,0.785,0.2903225806451613
1398,200,이대수,2004,0.165,105,103,11,17,15,2,0,0,19,5,2,31,0.184,0.218,0.402,0.2361111111111111
1400,200,이대수,2006,0.253,122,387,46,98,74,15,4,5,136,25,5,68,0.35100000000000003,0.307,0.6579999999999999,0.2961783439490446
1401,200,이대수,2007,0.252,109,310,33,78,60,14,1,3,103,29,7,47,0.332,0.324,0.6559999999999999,0.28846153846153844
1402,200,이대수,2008,0.282,90,213,22,60,46,9,3,2,81,16,5,28,0.38,0.345,0.725,0.31693989071038253
1404,200,이대수,2010,0.23199999999999998,125,375,33,87,66,13,1,7,123,26,6,57,0.32799999999999996,0.29,0.618,0.2572347266881029
1405,200,이대수,2011,0.301,122,366,46,110,83,16,3,8,156,31,5,64,0.426,0.36,0.7859999999999999,0.3469387755102041
1406,200,이대수,2012,0.27899999999999997,118,376,36,105,74,23,4,4,148,27,3,57,0.39399999999999996,0.32799999999999996,0.722,0.32063492063492066
1407,200,이대수,2013,0.256,122,390,54,100,71,23,2,4,139,38,6,88,0.35600000000000004,0.33,0.6859999999999999,0.3221476510067114
1411,200,이대수,2017,0.276,58,105,18,29,23,5,1,0,36,10,2,20,0.34299999999999997,0.35,0.6930000000000001,0.3411764705882353
1415,201,이대형,2005,0.268,107,127,40,34,29,4,1,0,40,11,1,35,0.315,0.331,0.6459999999999999,0.3695652173913043
1416,201,이대형,2006,0.258,87,155,23,40,37,3,0,0,43,5,0,35,0.27699999999999997,0.281,0.5579999999999999,0.3333333333333333
1417,201,이대형,2007,0.308,125,451,68,139,124,13,1,1,157,38,5,54,0.348,0.3670000000000001,0.715,0.3484848484848485
1418,201,이대형,2008,0.264,126,523,71,138,131,5,2,0,147,39,2,80,0.281,0.317,0.5980000000000001,0.3115124153498871
1419,201,이대형,2009,0.28,133,521,92,146,132,10,2,2,166,50,0,77,0.319,0.341,0.66,0.3257918552036199
1420,201,이대형,2010,0.261,130,494,73,129,112,14,2,1,150,58,2,76,0.304,0.341,0.645,0.3069544364508393
1421,201,이대형,2011,0.249,104,354,56,88,71,11,5,1,112,30,2,78,0.316,0.31,0.626,0.31636363636363635
1422,201,이대형,2012,0.17800000000000002,101,258,32,46,37,4,4,1,61,25,1,53,0.23600000000000002,0.253,0.489,0.22058823529411764
1423,201,이대형,2013,0.237,102,177,36,42,35,5,1,1,52,19,1,45,0.294,0.312,0.606,0.31297709923664124
1424,201,이대형,2014,0.32299999999999995,126,461,75,149,124,15,9,1,185,35,2,57,0.401,0.3720000000000001,0.773,0.36724565756823824
1425,201,이대형,2015,0.302,140,546,86,165,139,23,3,0,194,53,6,92,0.355,0.37,0.725,0.3634361233480176
1426,201,이대형,2016,0.32,143,600,89,192,174,14,3,1,215,44,2,90,0.358,0.368,0.726,0.37524557956778
1427,201,이대형,2017,0.267,100,337,51,90,79,8,3,0,104,24,0,54,0.309,0.315,0.624,0.31802120141342755
1430,202,이대호,2002,0.278,74,255,27,71,44,19,0,8,114,19,7,66,0.447,0.345,0.792,0.34806629834254144
1431,202,이대호,2003,0.243,54,152,8,37,27,6,0,4,55,13,6,37,0.36200000000000004,0.327,0.6890000000000001,0.2972972972972973
1432,202,이대호,2004,0.248,132,444,52,110,64,26,0,20,196,38,20,78,0.441,0.331,0.772,0.26011560693641617
1433,202,이대호,2005,0.266,126,447,53,119,80,16,2,21,202,47,15,76,0.452,0.354,0.8059999999999999,0.28
1434,202,이대호,2006,0.336,122,443,71,149,97,26,0,26,253,39,16,55,0.5710000000000001,0.409,0.98,0.3397790055248619
1435,202,이대호,2007,0.335,121,415,79,139,88,21,1,29,249,81,13,55,0.6,0.45299999999999996,1.053,0.3323262839879154
1436,202,이대호,2008,0.301,122,435,73,131,90,23,0,18,208,62,18,56,0.478,0.4,0.878,0.31301939058171746
1437,202,이대호,2009,0.293,133,478,73,140,83,28,1,28,254,51,16,65,0.531,0.377,0.9079999999999999,0.2909090909090909
1438,202,이대호,2010,0.364,127,478,99,174,117,13,0,44,319,61,10,77,0.667,0.444,1.111,0.3641456582633053
1439,202,이대호,2011,0.35700000000000004,133,493,76,176,122,26,1,27,285,63,8,60,0.578,0.433,1.011,0.3669950738916256
1440,202,이대호,2017,0.32,142,540,73,173,126,13,0,34,288,50,15,84,0.5329999999999999,0.391,0.924,0.3293838862559242
1441,202,이대호,2018,0.33299999999999996,144,543,81,181,114,30,0,37,322,43,14,75,0.593,0.39399999999999996,0.987,0.33410672853828305
1443,203,이동훈,2017,0.221,67,131,23,29,29,0,0,0,29,5,1,15,0.221,0.255,0.47600000000000003,0.25
1448,204,이명기,2013,0.34,26,100,21,34,28,3,2,1,44,9,0,22,0.44,0.391,0.831,0.42857142857142855
1449,204,이명기,2014,0.368,83,285,54,105,86,13,2,4,134,21,1,47,0.47,0.414,0.8839999999999999,0.43162393162393164
1450,204,이명기,2015,0.315,137,521,88,164,129,30,2,3,207,35,11,86,0.397,0.368,0.765,0.3726851851851852
1451,204,이명기,2016,0.272,99,287,29,78,66,7,4,1,96,23,4,37,0.33399999999999996,0.332,0.6659999999999999,0.3092369477911647
1452,204,이명기,2017,0.332,115,464,79,154,117,24,4,9,213,28,3,57,0.45899999999999996,0.371,0.8300000000000001,0.36432160804020103
1453,204,이명기,2018,0.302,120,447,88,135,97,28,6,4,187,40,3,64,0.418,0.363,0.7809999999999999,0.34564643799472294
1458,207,이범호,2001,0.196,71,138,22,27,16,7,1,3,45,11,2,25,0.326,0.263,0.589,0.21818181818181817
1459,207,이범호,2002,0.26,111,296,41,77,44,20,2,11,134,24,3,57,0.45299999999999996,0.32,0.773,0.2894736842105263
1460,207,이범호,2003,0.23800000000000002,107,323,46,77,46,19,1,11,131,47,5,63,0.406,0.34299999999999997,0.7490000000000001,0.26506024096385544
1461,207,이범호,2004,0.308,133,481,80,148,87,35,3,23,258,48,3,80,0.536,0.371,0.907,0.3306878306878307
1462,207,이범호,2005,0.273,126,444,69,121,67,27,1,26,228,53,9,94,0.514,0.35700000000000004,0.871,0.2932098765432099
1463,207,이범호,2006,0.257,126,421,53,108,62,25,1,20,195,65,7,87,0.46299999999999997,0.363,0.8260000000000001,0.2802547770700637
1464,207,이범호,2007,0.24600000000000002,126,418,57,103,68,14,0,21,180,72,5,73,0.431,0.361,0.792,0.25308641975308643
1465,207,이범호,2008,0.276,125,434,80,120,77,21,3,19,204,61,9,50,0.47,0.374,0.8440000000000001,0.27671232876712326
1466,207,이범호,2009,0.284,126,436,64,124,78,21,0,25,220,53,7,70,0.505,0.369,0.8740000000000001,0.2903225806451613
1467,207,이범호,2011,0.302,101,318,63,96,58,21,0,17,168,75,7,56,0.528,0.44,0.968,0.3224489795918367
1468,207,이범호,2012,0.293,42,140,13,41,32,7,0,2,54,27,1,23,0.386,0.40399999999999997,0.79,0.3391304347826087
1469,207,이범호,2013,0.248,122,436,56,108,67,17,0,24,197,62,9,79,0.452,0.35,0.802,0.25225225225225223
1470,207,이범호,2014,0.26899999999999996,105,350,47,94,52,23,0,19,174,41,11,89,0.4970000000000001,0.36,0.857,0.30991735537190085
1471,207,이범호,2015,0.27,138,437,60,118,65,25,0,28,227,57,16,91,0.519,0.3720000000000001,0.8909999999999999,0.2830188679245283
1472,207,이범호,2016,0.31,138,484,93,150,94,23,0,33,272,60,9,57,0.562,0.391,0.953,0.2969543147208122
1473,207,이범호,2017,0.272,115,382,57,104,65,14,0,25,193,52,7,81,0.505,0.365,0.87,0.286231884057971
1474,207,이범호,2018,0.28,101,332,41,93,66,7,0,20,160,42,4,59,0.48200000000000004,0.366,0.848,0.2885375494071146
1476,209,이상호,2013,0.248,103,125,26,31,23,7,1,0,40,10,0,21,0.32,0.304,0.624,0.2980769230769231
1479,209,이상호,2017,0.335,95,227,33,76,68,8,0,0,84,7,2,15,0.37,0.36,0.73,0.3584905660377358
1480,209,이상호,2018,0.251,114,187,32,47,45,2,0,0,49,8,2,15,0.262,0.289,0.5509999999999999,0.27325581395348836
1485,211,이성열,2005,0.235,102,187,34,44,25,7,3,9,84,21,21,78,0.449,0.374,0.823,0.35
1486,211,이성열,2006,0.217,56,120,13,26,16,8,0,2,40,11,8,46,0.33299999999999996,0.317,0.65,0.3333333333333333
1487,211,이성열,2007,0.248,75,141,20,35,26,6,2,1,48,9,5,51,0.34,0.314,0.654,0.38202247191011235
1488,211,이성열,2008,0.218,84,216,23,47,37,7,2,1,61,26,10,72,0.282,0.32799999999999996,0.61,0.32167832167832167
1490,211,이성열,2010,0.263,129,419,77,110,58,27,1,24,211,40,13,136,0.504,0.34299999999999997,0.847,0.33204633204633205
1491,211,이성열,2011,0.253,83,221,23,56,41,7,1,7,86,16,9,76,0.389,0.32899999999999996,0.718,0.35507246376811596
1492,211,이성열,2012,0.21899999999999997,104,265,24,58,39,12,0,7,91,25,6,85,0.34299999999999997,0.3,0.643,0.2947976878612717
1493,211,이성열,2013,0.23600000000000002,92,284,42,67,37,12,0,18,133,23,17,115,0.46799999999999997,0.32799999999999996,0.7959999999999999,0.32450331125827814
1494,211,이성열,2014,0.258,96,256,46,66,42,10,0,14,118,24,9,80,0.461,0.341,0.802,0.32098765432098764
1495,211,이성열,2015,0.25,101,232,35,58,37,10,2,9,99,20,9,87,0.4270000000000001,0.331,0.758,0.3602941176470588
1496,211,이성열,2016,0.28800000000000003,86,198,29,57,37,7,3,10,100,11,8,62,0.505,0.35,0.855,0.373015873015873
1497,211,이성열,2017,0.307,81,280,41,86,48,16,1,21,167,19,9,80,0.596,0.364,0.96,0.36312849162011174
1498,211,이성열,2018,0.295,131,485,76,143,87,21,1,34,268,35,5,143,0.5529999999999999,0.34700000000000003,0.9,0.3538961038961039
1505,212,이성우,2014,0.23399999999999999,63,124,11,29,25,3,0,1,35,3,1,18,0.282,0.258,0.54,0.26666666666666666
